IDX,Iframe,domain,filename
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=3gpkingwap.com&amp;pid=9PO755G95""></iframe>",http://3gpkingwap.com,/tmp/1/Win7_32_IE8_1_2917_20170726_101410/html_200_20170726_101410.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=9158idc.com&amp;pid=9PO755G95""></iframe>",http://9158idc.com,/tmp/1/Win7_32_IE8_1_3987_20170726_101416/html_200_20170726_101416.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=bathandbodyworksjobs.com&amp;pid=9PO755G95&amp;_nozc_=1""></iframe>",http://bathandbodyworksjobs.com,/tmp/1/Win7_32_IE8_1_6101_20170726_101558/html_200_20170726_101558.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=raadiofarda.com&amp;pid=9PO755G95""></iframe>",http://raadiofarda.com,/tmp/1/Win7_32_IE8_1_6477_20170726_103138/html_200_20170726_103138.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=chainlightningstudios.com&amp;pid=9PO755G95""></iframe>",http://chainlightningstudios.com,/tmp/1/Win7_32_IE8_1_8269_20170726_101756/html_200_20170726_101756.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=gamsforgirls.com&amp;pid=9PO755G95""></iframe>",http://gamsforgirls.com,/tmp/1/Win7_32_IE8_1_8690_20170726_102136/html_200_20170726_102136.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=ariaatl.com&amp;pid=9PO755G95""></iframe>",http://ariaatl.com,/tmp/1/Win7_32_IE8_1_8802_20170726_101516/html_200_20170726_101516.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=1track1day.com&amp;pid=9PO755G95""></iframe>",http://1track1day.com,/tmp/1/Win7_32_IE8_1_9021_20170726_101404/html_200_20170726_101404.txt
0,"<iframe frameborder=""0"" id=""iframe"" src=""http://findbetterresults.com/?dn=freeteentits.com&amp;pid=9PO755G95""></iframe>",http://freeteentits.com,/tmp/1/Win7_32_IE8_1_9727_20170726_102120/html_200_20170726_102120.txt
